method	metric	value	signal_strength	rep
BH	power	0	1	12
Leaf_BH	power	0	1	12
Focused_BH_original	power	0	1	12
Yekutieli	power	0	1	12
Structured_Holm	power	0	1	12
BH	fdp	0	1	12
Leaf_BH	fdp	0	1	12
Focused_BH_original	fdp	0	1	12
Yekutieli	fdp	0	1	12
Structured_Holm	fdp	0	1	12
BH	power	0	1	25
Leaf_BH	power	0	1	25
Focused_BH_original	power	0	1	25
Yekutieli	power	0	1	25
Structured_Holm	power	0	1	25
BH	fdp	0	1	25
Leaf_BH	fdp	0	1	25
Focused_BH_original	fdp	0	1	25
Yekutieli	fdp	0	1	25
Structured_Holm	fdp	0	1	25
BH	power	0	1	38
Leaf_BH	power	0	1	38
Focused_BH_original	power	0	1	38
Yekutieli	power	0	1	38
Structured_Holm	power	0	1	38
BH	fdp	0	1	38
Leaf_BH	fdp	0	1	38
Focused_BH_original	fdp	0	1	38
Yekutieli	fdp	0	1	38
Structured_Holm	fdp	0	1	38
BH	power	0	1	51
Leaf_BH	power	0	1	51
Focused_BH_original	power	0	1	51
Yekutieli	power	0	1	51
Structured_Holm	power	0	1	51
BH	fdp	0	1	51
Leaf_BH	fdp	0	1	51
Focused_BH_original	fdp	0	1	51
Yekutieli	fdp	0	1	51
Structured_Holm	fdp	0	1	51
BH	power	0	1	64
Leaf_BH	power	0	1	64
Focused_BH_original	power	0	1	64
Yekutieli	power	0	1	64
Structured_Holm	power	0	1	64
BH	fdp	0	1	64
Leaf_BH	fdp	0	1	64
Focused_BH_original	fdp	0	1	64
Yekutieli	fdp	0	1	64
Structured_Holm	fdp	0	1	64
BH	power	0	1	77
Leaf_BH	power	0	1	77
Focused_BH_original	power	0	1	77
Yekutieli	power	0	1	77
Structured_Holm	power	0	1	77
BH	fdp	0	1	77
Leaf_BH	fdp	0	1	77
Focused_BH_original	fdp	0	1	77
Yekutieli	fdp	0	1	77
Structured_Holm	fdp	0	1	77
BH	power	0	1	90
Leaf_BH	power	0	1	90
Focused_BH_original	power	0	1	90
Yekutieli	power	0	1	90
Structured_Holm	power	0	1	90
BH	fdp	0	1	90
Leaf_BH	fdp	0	1	90
Focused_BH_original	fdp	0	1	90
Yekutieli	fdp	0	1	90
Structured_Holm	fdp	0	1	90
BH	power	0	1	103
Leaf_BH	power	0	1	103
Focused_BH_original	power	0	1	103
Yekutieli	power	0	1	103
Structured_Holm	power	0	1	103
BH	fdp	0	1	103
Leaf_BH	fdp	0	1	103
Focused_BH_original	fdp	0	1	103
Yekutieli	fdp	0	1	103
Structured_Holm	fdp	0	1	103
BH	power	1	1	116
Leaf_BH	power	0	1	116
Focused_BH_original	power	1	1	116
Yekutieli	power	0	1	116
Structured_Holm	power	1	1	116
BH	fdp	0	1	116
Leaf_BH	fdp	0	1	116
Focused_BH_original	fdp	0	1	116
Yekutieli	fdp	0	1	116
Structured_Holm	fdp	0	1	116
BH	power	0	1	129
Leaf_BH	power	0	1	129
Focused_BH_original	power	0	1	129
Yekutieli	power	0	1	129
Structured_Holm	power	0	1	129
BH	fdp	0	1	129
Leaf_BH	fdp	0	1	129
Focused_BH_original	fdp	0	1	129
Yekutieli	fdp	0	1	129
Structured_Holm	fdp	0	1	129
BH	power	0	1	142
Leaf_BH	power	0	1	142
Focused_BH_original	power	0	1	142
Yekutieli	power	0	1	142
Structured_Holm	power	0	1	142
BH	fdp	0	1	142
Leaf_BH	fdp	0	1	142
Focused_BH_original	fdp	0	1	142
Yekutieli	fdp	0	1	142
Structured_Holm	fdp	0	1	142
BH	power	0	1	155
Leaf_BH	power	0	1	155
Focused_BH_original	power	0	1	155
Yekutieli	power	0	1	155
Structured_Holm	power	0	1	155
BH	fdp	0	1	155
Leaf_BH	fdp	0	1	155
Focused_BH_original	fdp	0	1	155
Yekutieli	fdp	0	1	155
Structured_Holm	fdp	0	1	155
BH	power	0	1	168
Leaf_BH	power	0	1	168
Focused_BH_original	power	0	1	168
Yekutieli	power	0	1	168
Structured_Holm	power	0	1	168
BH	fdp	0	1	168
Leaf_BH	fdp	0	1	168
Focused_BH_original	fdp	0	1	168
Yekutieli	fdp	0	1	168
Structured_Holm	fdp	0	1	168
BH	power	0	1	181
Leaf_BH	power	0	1	181
Focused_BH_original	power	0	1	181
Yekutieli	power	0	1	181
Structured_Holm	power	0	1	181
BH	fdp	1	1	181
Leaf_BH	fdp	1	1	181
Focused_BH_original	fdp	1	1	181
Yekutieli	fdp	0	1	181
Structured_Holm	fdp	1	1	181
BH	power	0	1	194
Leaf_BH	power	0	1	194
Focused_BH_original	power	0	1	194
Yekutieli	power	0	1	194
Structured_Holm	power	0	1	194
BH	fdp	0	1	194
Leaf_BH	fdp	0	1	194
Focused_BH_original	fdp	0	1	194
Yekutieli	fdp	0	1	194
Structured_Holm	fdp	0	1	194
BH	power	0	1	207
Leaf_BH	power	0	1	207
Focused_BH_original	power	0	1	207
Yekutieli	power	0	1	207
Structured_Holm	power	0	1	207
BH	fdp	0	1	207
Leaf_BH	fdp	0	1	207
Focused_BH_original	fdp	0	1	207
Yekutieli	fdp	0	1	207
Structured_Holm	fdp	0	1	207
BH	power	0	1	220
Leaf_BH	power	0	1	220
Focused_BH_original	power	0	1	220
Yekutieli	power	0	1	220
Structured_Holm	power	0	1	220
BH	fdp	0	1	220
Leaf_BH	fdp	0	1	220
Focused_BH_original	fdp	0	1	220
Yekutieli	fdp	0	1	220
Structured_Holm	fdp	0	1	220
BH	power	0	1	233
Leaf_BH	power	0	1	233
Focused_BH_original	power	0	1	233
Yekutieli	power	0	1	233
Structured_Holm	power	0	1	233
BH	fdp	0	1	233
Leaf_BH	fdp	0	1	233
Focused_BH_original	fdp	0	1	233
Yekutieli	fdp	0	1	233
Structured_Holm	fdp	0	1	233
BH	power	0	1	246
Leaf_BH	power	0	1	246
Focused_BH_original	power	0	1	246
Yekutieli	power	0	1	246
Structured_Holm	power	0	1	246
BH	fdp	0	1	246
Leaf_BH	fdp	0	1	246
Focused_BH_original	fdp	0	1	246
Yekutieli	fdp	0	1	246
Structured_Holm	fdp	0	1	246
BH	power	4	1.5	9
Leaf_BH	power	0	1.5	9
Focused_BH_original	power	4	1.5	9
Yekutieli	power	0	1.5	9
Structured_Holm	power	1	1.5	9
BH	fdp	0.2	1.5	9
Leaf_BH	fdp	1	1.5	9
Focused_BH_original	fdp	0.2	1.5	9
Yekutieli	fdp	0	1.5	9
Structured_Holm	fdp	0.5	1.5	9
BH	power	1	1.5	22
Leaf_BH	power	0	1.5	22
Focused_BH_original	power	1	1.5	22
Yekutieli	power	0	1.5	22
Structured_Holm	power	1	1.5	22
BH	fdp	0	1.5	22
Leaf_BH	fdp	0	1.5	22
Focused_BH_original	fdp	0	1.5	22
Yekutieli	fdp	0	1.5	22
Structured_Holm	fdp	0	1.5	22
BH	power	1	1.5	35
Leaf_BH	power	1	1.5	35
Focused_BH_original	power	1	1.5	35
Yekutieli	power	0	1.5	35
Structured_Holm	power	1	1.5	35
BH	fdp	0	1.5	35
Leaf_BH	fdp	0	1.5	35
Focused_BH_original	fdp	0	1.5	35
Yekutieli	fdp	0	1.5	35
Structured_Holm	fdp	0	1.5	35
BH	power	1	1.5	48
Leaf_BH	power	0	1.5	48
Focused_BH_original	power	1	1.5	48
Yekutieli	power	0	1.5	48
Structured_Holm	power	1	1.5	48
BH	fdp	0	1.5	48
Leaf_BH	fdp	0	1.5	48
Focused_BH_original	fdp	0	1.5	48
Yekutieli	fdp	0	1.5	48
Structured_Holm	fdp	0	1.5	48
BH	power	1	1.5	61
Leaf_BH	power	0	1.5	61
Focused_BH_original	power	1	1.5	61
Yekutieli	power	0	1.5	61
Structured_Holm	power	1	1.5	61
BH	fdp	0	1.5	61
Leaf_BH	fdp	0	1.5	61
Focused_BH_original	fdp	0	1.5	61
Yekutieli	fdp	0	1.5	61
