method	metric	value	signal_strength	rep
Focused_BH_original	power	0	1	11
Leaf_BH_1	power	0	1	11
Leaf_BH_2	power	0	1	11
Leaf_BH_3	power	0	1	11
Focused_BH_original	fdp	0	1	11
Leaf_BH_1	fdp	0	1	11
Leaf_BH_2	fdp	0	1	11
Leaf_BH_3	fdp	0	1	11
Focused_BH_original	power	0	1	24
Leaf_BH_1	power	0	1	24
Leaf_BH_2	power	0	1	24
Leaf_BH_3	power	0	1	24
Focused_BH_original	fdp	0	1	24
Leaf_BH_1	fdp	0	1	24
Leaf_BH_2	fdp	0	1	24
Leaf_BH_3	fdp	0	1	24
Focused_BH_original	power	0	1	37
Leaf_BH_1	power	0	1	37
Leaf_BH_2	power	0	1	37
Leaf_BH_3	power	0	1	37
Focused_BH_original	fdp	1	1	37
Leaf_BH_1	fdp	0	1	37
Leaf_BH_2	fdp	1	1	37
Leaf_BH_3	fdp	0	1	37
Focused_BH_original	power	1	1	50
Leaf_BH_1	power	1	1	50
Leaf_BH_2	power	2	1	50
Leaf_BH_3	power	0	1	50
Focused_BH_original	fdp	0	1	50
Leaf_BH_1	fdp	0	1	50
Leaf_BH_2	fdp	0.3333333333333333	1	50
Leaf_BH_3	fdp	0	1	50
Focused_BH_original	power	0	1	63
Leaf_BH_1	power	0	1	63
Leaf_BH_2	power	0	1	63
Leaf_BH_3	power	0	1	63
Focused_BH_original	fdp	0	1	63
Leaf_BH_1	fdp	0	1	63
Leaf_BH_2	fdp	1	1	63
Leaf_BH_3	fdp	0	1	63
Focused_BH_original	power	0	1	76
Leaf_BH_1	power	0	1	76
Leaf_BH_2	power	0	1	76
Leaf_BH_3	power	0	1	76
Focused_BH_original	fdp	0	1	76
Leaf_BH_1	fdp	0	1	76
Leaf_BH_2	fdp	0	1	76
Leaf_BH_3	fdp	0	1	76
Focused_BH_original	power	0	1	89
Leaf_BH_1	power	0	1	89
Leaf_BH_2	power	0	1	89
Leaf_BH_3	power	0	1	89
Focused_BH_original	fdp	0	1	89
Leaf_BH_1	fdp	0	1	89
Leaf_BH_2	fdp	0	1	89
Leaf_BH_3	fdp	1	1	89
Focused_BH_original	power	1	1	102
Leaf_BH_1	power	0	1	102
Leaf_BH_2	power	1	1	102
Leaf_BH_3	power	0	1	102
Focused_BH_original	fdp	0	1	102
Leaf_BH_1	fdp	0	1	102
