method	metric	value	signal_strength	rep
BH	power	0	1	13
Leaf_BH	power	0	1	13
Focused_BH_original	power	0	1	13
Yekutieli	power	0	1	13
Structured_Holm	power	0	1	13
BH	fdp	0	1	13
Leaf_BH	fdp	0	1	13
Focused_BH_original	fdp	0	1	13
Yekutieli	fdp	0	1	13
Structured_Holm	fdp	0	1	13
BH	power	0	1	26
Leaf_BH	power	0	1	26
Focused_BH_original	power	0	1	26
Yekutieli	power	0	1	26
Structured_Holm	power	0	1	26
BH	fdp	0	1	26
Leaf_BH	fdp	0	1	26
Focused_BH_original	fdp	0	1	26
Yekutieli	fdp	0	1	26
Structured_Holm	fdp	0	1	26
BH	power	0	1	39
Leaf_BH	power	0	1	39
Focused_BH_original	power	0	1	39
Yekutieli	power	0	1	39
Structured_Holm	power	0	1	39
BH	fdp	0	1	39
Leaf_BH	fdp	0	1	39
Focused_BH_original	fdp	0	1	39
Yekutieli	fdp	0	1	39
Structured_Holm	fdp	0	1	39
BH	power	0	1	52
Leaf_BH	power	0	1	52
Focused_BH_original	power	0	1	52
Yekutieli	power	0	1	52
Structured_Holm	power	0	1	52
BH	fdp	0	1	52
Leaf_BH	fdp	0	1	52
Focused_BH_original	fdp	0	1	52
Yekutieli	fdp	0	1	52
Structured_Holm	fdp	0	1	52
BH	power	0	1	65
Leaf_BH	power	0	1	65
Focused_BH_original	power	0	1	65
Yekutieli	power	0	1	65
Structured_Holm	power	0	1	65
BH	fdp	0	1	65
Leaf_BH	fdp	0	1	65
Focused_BH_original	fdp	0	1	65
Yekutieli	fdp	0	1	65
Structured_Holm	fdp	0	1	65
BH	power	0	1	78
Leaf_BH	power	0	1	78
Focused_BH_original	power	0	1	78
Yekutieli	power	0	1	78
Structured_Holm	power	0	1	78
BH	fdp	0	1	78
Leaf_BH	fdp	0	1	78
Focused_BH_original	fdp	0	1	78
Yekutieli	fdp	0	1	78
Structured_Holm	fdp	0	1	78
BH	power	0	1	91
Leaf_BH	power	0	1	91
Focused_BH_original	power	0	1	91
Yekutieli	power	0	1	91
Structured_Holm	power	0	1	91
BH	fdp	0	1	91
Leaf_BH	fdp	0	1	91
Focused_BH_original	fdp	0	1	91
Yekutieli	fdp	0	1	91
Structured_Holm	fdp	0	1	91
BH	power	0	1	104
Leaf_BH	power	0	1	104
Focused_BH_original	power	0	1	104
Yekutieli	power	0	1	104
Structured_Holm	power	0	1	104
BH	fdp	0	1	104
Leaf_BH	fdp	0	1	104
Focused_BH_original	fdp	0	1	104
Yekutieli	fdp	0	1	104
Structured_Holm	fdp	0	1	104
BH	power	0	1	117
Leaf_BH	power	0	1	117
Focused_BH_original	power	0	1	117
Yekutieli	power	0	1	117
Structured_Holm	power	0	1	117
BH	fdp	0	1	117
Leaf_BH	fdp	0	1	117
Focused_BH_original	fdp	0	1	117
Yekutieli	fdp	0	1	117
Structured_Holm	fdp	0	1	117
BH	power	0	1	130
Leaf_BH	power	0	1	130
Focused_BH_original	power	0	1	130
Yekutieli	power	0	1	130
Structured_Holm	power	0	1	130
BH	fdp	0	1	130
Leaf_BH	fdp	0	1	130
Focused_BH_original	fdp	0	1	130
Yekutieli	fdp	0	1	130
Structured_Holm	fdp	0	1	130
BH	power	0	1	143
Leaf_BH	power	0	1	143
Focused_BH_original	power	0	1	143
Yekutieli	power	0	1	143
Structured_Holm	power	0	1	143
