method	metric	value	signal_strength	rep
BH	power	0	1	4
Leaf_BH	power	0	1	4
Focused_BH_original	power	0	1	4
Yekutieli	power	0	1	4
Structured_Holm	power	0	1	4
BH	fdp	0	1	4
Leaf_BH	fdp	0	1	4
Focused_BH_original	fdp	0	1	4
Yekutieli	fdp	0	1	4
Structured_Holm	fdp	0	1	4
BH	power	0	1	17
Leaf_BH	power	0	1	17
Focused_BH_original	power	0	1	17
Yekutieli	power	0	1	17
Structured_Holm	power	0	1	17
BH	fdp	0	1	17
Leaf_BH	fdp	0	1	17
Focused_BH_original	fdp	0	1	17
Yekutieli	fdp	0	1	17
Structured_Holm	fdp	0	1	17
BH	power	0	1	30
Leaf_BH	power	0	1	30
Focused_BH_original	power	0	1	30
Yekutieli	power	0	1	30
Structured_Holm	power	0	1	30
BH	fdp	0	1	30
Leaf_BH	fdp	0	1	30
Focused_BH_original	fdp	0	1	30
Yekutieli	fdp	0	1	30
Structured_Holm	fdp	0	1	30
BH	power	0	1	43
Leaf_BH	power	0	1	43
Focused_BH_original	power	0	1	43
Yekutieli	power	0	1	43
Structured_Holm	power	0	1	43
BH	fdp	0	1	43
Leaf_BH	fdp	0	1	43
Focused_BH_original	fdp	0	1	43
Yekutieli	fdp	0	1	43
Structured_Holm	fdp	0	1	43
BH	power	0	1	56
Leaf_BH	power	0	1	56
Focused_BH_original	power	0	1	56
Yekutieli	power	0	1	56
Structured_Holm	power	0	1	56
BH	fdp	0	1	56
Leaf_BH	fdp	0	1	56
Focused_BH_original	fdp	0	1	56
Yekutieli	fdp	0	1	56
Structured_Holm	fdp	0	1	56
BH	power	0	1	69
Leaf_BH	power	0	1	69
Focused_BH_original	power	0	1	69
Yekutieli	power	0	1	69
Structured_Holm	power	0	1	69
BH	fdp	0	1	69
Leaf_BH	fdp	0	1	69
Focused_BH_original	fdp	0	1	69
Yekutieli	fdp	0	1	69
Structured_Holm	fdp	0	1	69
BH	power	0	1	82
Leaf_BH	power	0	1	82
Focused_BH_original	power	0	1	82
Yekutieli	power	0	1	82
Structured_Holm	power	0	1	82
BH	fdp	0	1	82
Leaf_BH	fdp	0	1	82
Focused_BH_original	fdp	0	1	82
Yekutieli	fdp	0	1	82
Structured_Holm	fdp	0	1	82
BH	power	0	1	95
Leaf_BH	power	0	1	95
Focused_BH_original	power	0	1	95
Yekutieli	power	0	1	95
Structured_Holm	power	0	1	95
BH	fdp	0	1	95
Leaf_BH	fdp	0	1	95
Focused_BH_original	fdp	0	1	95
Yekutieli	fdp	0	1	95
Structured_Holm	fdp	0	1	95
BH	power	0	1	108
Leaf_BH	power	0	1	108
Focused_BH_original	power	0	1	108
Yekutieli	power	0	1	108
Structured_Holm	power	0	1	108
BH	fdp	0	1	108
Leaf_BH	fdp	0	1	108
Focused_BH_original	fdp	0	1	108
Yekutieli	fdp	0	1	108
Structured_Holm	fdp	0	1	108
BH	power	0	1	121
Leaf_BH	power	0	1	121
Focused_BH_original	power	0	1	121
Yekutieli	power	0	1	121
Structured_Holm	power	0	1	121
BH	fdp	0	1	121
Leaf_BH	fdp	0	1	121
Focused_BH_original	fdp	0	1	121
Yekutieli	fdp	0	1	121
Structured_Holm	fdp	0	1	121
BH	power	0	1	134
Leaf_BH	power	0	1	134
Focused_BH_original	power	0	1	134
Yekutieli	power	0	1	134
Structured_Holm	power	0	1	134
BH	fdp	0	1	134
Leaf_BH	fdp	0	1	134
Focused_BH_original	fdp	0	1	134
Yekutieli	fdp	0	1	134
Structured_Holm	fdp	0	1	134
BH	power	0	1	147
Leaf_BH	power	0	1	147
Focused_BH_original	power	0	1	147
Yekutieli	power	0	1	147
Structured_Holm	power	0	1	147
BH	fdp	0	1	147
Leaf_BH	fdp	0	1	147
Focused_BH_original	fdp	0	1	147
Yekutieli	fdp	0	1	147
Structured_Holm	fdp	0	1	147
BH	power	0	1	160
Leaf_BH	power	0	1	160
Focused_BH_original	power	0	1	160
Yekutieli	power	0	1	160
Structured_Holm	power	0	1	160
BH	fdp	1	1	160
Leaf_BH	fdp	0	1	160
Focused_BH_original	fdp	1	1	160
Yekutieli	fdp	0	1	160
Structured_Holm	fdp	1	1	160
BH	power	0	1	173
Leaf_BH	power	0	1	173
Focused_BH_original	power	0	1	173
Yekutieli	power	0	1	173
Structured_Holm	power	0	1	173
BH	fdp	0	1	173
Leaf_BH	fdp	0	1	173
Focused_BH_original	fdp	0	1	173
Yekutieli	fdp	0	1	173
Structured_Holm	fdp	0	1	173
BH	power	0	1	186
Leaf_BH	power	0	1	186
Focused_BH_original	power	0	1	186
Yekutieli	power	0	1	186
Structured_Holm	power	0	1	186
BH	fdp	0	1	186
Leaf_BH	fdp	0	1	186
Focused_BH_original	fdp	0	1	186
Yekutieli	fdp	0	1	186
Structured_Holm	fdp	0	1	186
BH	power	0	1	199
Leaf_BH	power	0	1	199
Focused_BH_original	power	0	1	199
Yekutieli	power	0	1	199
Structured_Holm	power	0	1	199
BH	fdp	0	1	199
Leaf_BH	fdp	0	1	199
Focused_BH_original	fdp	0	1	199
Yekutieli	fdp	0	1	199
Structured_Holm	fdp	0	1	199
BH	power	0	1	212
Leaf_BH	power	0	1	212
Focused_BH_original	power	0	1	212
Yekutieli	power	0	1	212
Structured_Holm	power	0	1	212
BH	fdp	0	1	212
Leaf_BH	fdp	0	1	212
Focused_BH_original	fdp	0	1	212
Yekutieli	fdp	0	1	212
Structured_Holm	fdp	0	1	212
BH	power	0	1	225
Leaf_BH	power	0	1	225
Focused_BH_original	power	0	1	225
Yekutieli	power	0	1	225
Structured_Holm	power	0	1	225
BH	fdp	0	1	225
Leaf_BH	fdp	0	1	225
Focused_BH_original	fdp	0	1	225
Yekutieli	fdp	0	1	225
Structured_Holm	fdp	0	1	225
BH	power	0	1	238
Leaf_BH	power	0	1	238
Focused_BH_original	power	0	1	238
Yekutieli	power	0	1	238
Structured_Holm	power	0	1	238
BH	fdp	0	1	238
Leaf_BH	fdp	1	1	238
Focused_BH_original	fdp	0	1	238
Yekutieli	fdp	0	1	238
Structured_Holm	fdp	0	1	238
BH	power	0	1.5	1
Leaf_BH	power	0	1.5	1
Focused_BH_original	power	0	1.5	1
Yekutieli	power	0	1.5	1
Structured_Holm	power	0	1.5	1
BH	fdp	0	1.5	1
Leaf_BH	fdp	0	1.5	1
Focused_BH_original	fdp	0	1.5	1
Yekutieli	fdp	0	1.5	1
Structured_Holm	fdp	0	1.5	1
BH	power	0	1.5	14
Leaf_BH	power	0	1.5	14
Focused_BH_original	power	0	1.5	14
Yekutieli	power	0	1.5	14
Structured_Holm	power	0	1.5	14
BH	fdp	0	1.5	14
Leaf_BH	fdp	0	1.5	14
Focused_BH_original	fdp	0	1.5	14
Yekutieli	fdp	0	1.5	14
Structured_Holm	fdp	0	1.5	14
BH	power	0	1.5	27
Leaf_BH	power	0	1.5	27
Focused_BH_original	power	0	1.5	27
Yekutieli	power	0	1.5	27
Structured_Holm	power	0	1.5	27
BH	fdp	0	1.5	27
Leaf_BH	fdp	0	1.5	27
Focused_BH_original	fdp	0	1.5	27
Yekutieli	fdp	0	1.5	27
Structured_Holm	fdp	0	1.5	27
BH	power	0	1.5	40
Leaf_BH	power	0	1.5	40
