method	metric	value	signal_strength	rep
BH	power	0	1	100
Focused_BH_original	power	0	1	100
Focused_BH_permutation	power	0	1	100
Structured_Holm	power	0	1	100
BH	fdp	0	1	100
Focused_BH_original	fdp	0	1	100
Focused_BH_permutation	fdp	0	1	100
Structured_Holm	fdp	0	1	100
BH	power	0	1	210
Focused_BH_original	power	0	1	210
Focused_BH_permutation	power	0	1	210
Structured_Holm	power	0	1	210
BH	fdp	0	1	210
Focused_BH_original	fdp	0	1	210
Focused_BH_permutation	fdp	0	1	210
Structured_Holm	fdp	0	1	210
BH	power	3	1.5	70
Focused_BH_original	power	3	1.5	70
Focused_BH_permutation	power	3	1.5	70
Structured_Holm	power	3	1.5	70
BH	fdp	0	1.5	70
Focused_BH_original	fdp	0	1.5	70
Focused_BH_permutation	fdp	0	1.5	70
Structured_Holm	fdp	0	1.5	70
BH	power	0	1.5	180
Focused_BH_original	power	0	1.5	180
Focused_BH_permutation	power	0	1.5	180
Structured_Holm	power	0	1.5	180
BH	fdp	0	1.5	180
Focused_BH_original	fdp	0	1.5	180
Focused_BH_permutation	fdp	0	1.5	180
Structured_Holm	fdp	0	1.5	180
BH	power	7	2	40
Focused_BH_original	power	3	2	40
Focused_BH_permutation	power	7	2	40
Structured_Holm	power	2	2	40
BH	fdp	0	2	40
Focused_BH_original	fdp	0	2	40
Focused_BH_permutation	fdp	0	2	40
Structured_Holm	fdp	0	2	40
BH	power	0	2	150
Focused_BH_original	power	0	2	150
Focused_BH_permutation	power	0	2	150
Structured_Holm	power	0	2	150
BH	fdp	0	2	150
Focused_BH_original	fdp	0	2	150
Focused_BH_permutation	fdp	0	2	150
Structured_Holm	fdp	0	2	150
BH	power	0	2.5	10
Focused_BH_original	power	0	2.5	10
Focused_BH_permutation	power	0	2.5	10
Structured_Holm	power	0	2.5	10
BH	fdp	0	2.5	10
Focused_BH_original	fdp	0	2.5	10
Focused_BH_permutation	fdp	0	2.5	10
Structured_Holm	fdp	0	2.5	10
BH	power	0	2.5	120
Focused_BH_original	power	0	2.5	120
Focused_BH_permutation	power	0	2.5	120
Structured_Holm	power	0	2.5	120
BH	fdp	0	2.5	120
