method	metric	value	signal_strength	rep
BH	power	0	1	24
Focused_BH_original	power	0	1	24
Focused_BH_permutation	power	0	1	24
Structured_Holm	power	0	1	24
BH	fdp	0	1	24
Focused_BH_original	fdp	0	1	24
Focused_BH_permutation	fdp	0	1	24
Structured_Holm	fdp	0	1	24
BH	power	0	1	134
Focused_BH_original	power	0	1	134
Focused_BH_permutation	power	0	1	134
Structured_Holm	power	0	1	134
BH	fdp	0	1	134
Focused_BH_original	fdp	0	1	134
Focused_BH_permutation	fdp	0	1	134
Structured_Holm	fdp	0	1	134
BH	power	0	1	244
Focused_BH_original	power	0	1	244
Focused_BH_permutation	power	0	1	244
Structured_Holm	power	0	1	244
BH	fdp	0	1	244
Focused_BH_original	fdp	0	1	244
Focused_BH_permutation	fdp	0	1	244
Structured_Holm	fdp	0	1	244
BH	power	0	1.5	104
Focused_BH_original	power	0	1.5	104
Focused_BH_permutation	power	0	1.5	104
Structured_Holm	power	0	1.5	104
BH	fdp	0	1.5	104
Focused_BH_original	fdp	0	1.5	104
Focused_BH_permutation	fdp	0	1.5	104
Structured_Holm	fdp	0	1.5	104
BH	power	0	1.5	214
Focused_BH_original	power	0	1.5	214
Focused_BH_permutation	power	0	1.5	214
Structured_Holm	power	0	1.5	214
BH	fdp	0	1.5	214
Focused_BH_original	fdp	0	1.5	214
Focused_BH_permutation	fdp	0	1.5	214
Structured_Holm	fdp	0	1.5	214
BH	power	0	2	74
Focused_BH_original	power	0	2	74
Focused_BH_permutation	power	0	2	74
Structured_Holm	power	0	2	74
BH	fdp	0	2	74
Focused_BH_original	fdp	0	2	74
Focused_BH_permutation	fdp	0	2	74
Structured_Holm	fdp	0	2	74
BH	power	0	2	184
Focused_BH_original	power	0	2	184
Focused_BH_permutation	power	0	2	184
Structured_Holm	power	0	2	184
BH	fdp	0	2	184
Focused_BH_original	fdp	0	2	184
Focused_BH_permutation	fdp	0	2	184
Structured_Holm	fdp	0	2	184
BH	power	0	2.5	44
Focused_BH_original	power	0	2.5	44
Focused_BH_permutation	power	0	2.5	44
Structured_Holm	power	0	2.5	44
BH	fdp	0	2.5	44
Focused_BH_original	fdp	0	2.5	44
Focused_BH_permutation	fdp	0	2.5	44
Structured_Holm	fdp	0	2.5	44
