method	metric	value	signal_strength	rep
BH	power	0	1	3
Focused_BH_original	power	0	1	3
Focused_BH_permutation	power	0	1	3
Structured_Holm	power	0	1	3
BH	fdp	0	1	3
Focused_BH_original	fdp	0	1	3
Focused_BH_permutation	fdp	0	1	3
Structured_Holm	fdp	0	1	3
BH	power	0	1	113
Focused_BH_original	power	0	1	113
Focused_BH_permutation	power	0	1	113
Structured_Holm	power	0	1	113
BH	fdp	0	1	113
Focused_BH_original	fdp	0	1	113
Focused_BH_permutation	fdp	0	1	113
Structured_Holm	fdp	0	1	113
BH	power	0	1	223
Focused_BH_original	power	0	1	223
Focused_BH_permutation	power	0	1	223
Structured_Holm	power	0	1	223
BH	fdp	0	1	223
Focused_BH_original	fdp	0	1	223
Focused_BH_permutation	fdp	0	1	223
Structured_Holm	fdp	0	1	223
BH	power	0	1.5	83
Focused_BH_original	power	0	1.5	83
Focused_BH_permutation	power	0	1.5	83
Structured_Holm	power	0	1.5	83
BH	fdp	0	1.5	83
Focused_BH_original	fdp	0	1.5	83
Focused_BH_permutation	fdp	0	1.5	83
Structured_Holm	fdp	0	1.5	83
BH	power	0	1.5	193
Focused_BH_original	power	0	1.5	193
Focused_BH_permutation	power	0	1.5	193
Structured_Holm	power	0	1.5	193
BH	fdp	0	1.5	193
Focused_BH_original	fdp	0	1.5	193
Focused_BH_permutation	fdp	0	1.5	193
Structured_Holm	fdp	0	1.5	193
BH	power	0	2	53
Focused_BH_original	power	0	2	53
Focused_BH_permutation	power	0	2	53
Structured_Holm	power	0	2	53
BH	fdp	0	2	53
Focused_BH_original	fdp	0	2	53
Focused_BH_permutation	fdp	0	2	53
Structured_Holm	fdp	0	2	53
BH	power	0	2	163
Focused_BH_original	power	0	2	163
Focused_BH_permutation	power	0	2	163
Structured_Holm	power	0	2	163
BH	fdp	0	2	163
Focused_BH_original	fdp	0	2	163
Focused_BH_permutation	fdp	0	2	163
Structured_Holm	fdp	0	2	163
BH	power	12	2.5	23
Focused_BH_original	power	8	2.5	23
Focused_BH_permutation	power	9	2.5	23
Structured_Holm	power	5	2.5	23
BH	fdp	0.07692307692307693	2.5	23
Focused_BH_original	fdp	0	2.5	23
Focused_BH_permutation	fdp	0.1	2.5	23
Structured_Holm	fdp	0	2.5	23
BH	power	0	2.5	133
Focused_BH_original	power	0	2.5	133
Focused_BH_permutation	power	0	2.5	133
Structured_Holm	power	0	2.5	133
BH	fdp	0	2.5	133
Focused_BH_original	fdp	0	2.5	133
Focused_BH_permutation	fdp	0	2.5	133
Structured_Holm	fdp	0	2.5	133
BH	power	14	2.5	243
Focused_BH_original	power	6	2.5	243
Focused_BH_permutation	power	12	2.5	243
Structured_Holm	power	0	2.5	243
BH	fdp	0	2.5	243
Focused_BH_original	fdp	0	2.5	243
Focused_BH_permutation	fdp	0	2.5	243
Structured_Holm	fdp	0	2.5	243
BH	power	0	3	103
