method	metric	value	signal_strength	rep
BH	power	0	1	46
Focused_BH_original	power	0	1	46
Focused_BH_permutation	power	0	1	46
Structured_Holm	power	0	1	46
BH	fdp	0	1	46
Focused_BH_original	fdp	0	1	46
Focused_BH_permutation	fdp	0	1	46
Structured_Holm	fdp	0	1	46
BH	power	0	1	156
Focused_BH_original	power	0	1	156
Focused_BH_permutation	power	0	1	156
Structured_Holm	power	0	1	156
BH	fdp	0	1	156
Focused_BH_original	fdp	0	1	156
Focused_BH_permutation	fdp	0	1	156
Structured_Holm	fdp	0	1	156
BH	power	0	1.5	16
Focused_BH_original	power	0	1.5	16
Focused_BH_permutation	power	0	1.5	16
Structured_Holm	power	0	1.5	16
BH	fdp	0	1.5	16
Focused_BH_original	fdp	0	1.5	16
Focused_BH_permutation	fdp	0	1.5	16
Structured_Holm	fdp	0	1.5	16
BH	power	0	1.5	126
Focused_BH_original	power	0	1.5	126
Focused_BH_permutation	power	0	1.5	126
Structured_Holm	power	0	1.5	126
BH	fdp	0	1.5	126
Focused_BH_original	fdp	0	1.5	126
Focused_BH_permutation	fdp	0	1.5	126
Structured_Holm	fdp	0	1.5	126
BH	power	0	1.5	236
Focused_BH_original	power	0	1.5	236
Focused_BH_permutation	power	0	1.5	236
Structured_Holm	power	0	1.5	236
BH	fdp	0	1.5	236
Focused_BH_original	fdp	0	1.5	236
Focused_BH_permutation	fdp	0	1.5	236
Structured_Holm	fdp	0	1.5	236
BH	power	6	2	96
Focused_BH_original	power	4	2	96
Focused_BH_permutation	power	6	2	96
Structured_Holm	power	2	2	96
BH	fdp	0	2	96
Focused_BH_original	fdp	0	2	96
Focused_BH_permutation	fdp	0	2	96
Structured_Holm	fdp	0	2	96
BH	power	0	2	206
Focused_BH_original	power	0	2	206
Focused_BH_permutation	power	0	2	206
Structured_Holm	power	0	2	206
BH	fdp	0	2	206
Focused_BH_original	fdp	0	2	206
Focused_BH_permutation	fdp	0	2	206
Structured_Holm	fdp	0	2	206
BH	power	8	2.5	66
Focused_BH_original	power	2	2.5	66
Focused_BH_permutation	power	3	2.5	66
Structured_Holm	power	0	2.5	66
BH	fdp	0	2.5	66
Focused_BH_original	fdp	0	2.5	66
Focused_BH_permutation	fdp	0	2.5	66
Structured_Holm	fdp	0	2.5	66
BH	power	0	2.5	176
Focused_BH_original	power	0	2.5	176
Focused_BH_permutation	power	0	2.5	176
Structured_Holm	power	0	2.5	176
BH	fdp	0	2.5	176
Focused_BH_original	fdp	0	2.5	176
Focused_BH_permutation	fdp	0	2.5	176
Structured_Holm	fdp	0	2.5	176
BH	power	0	3	36
Focused_BH_original	power	0	3	36
Focused_BH_permutation	power	0	3	36
Structured_Holm	power	0	3	36
BH	fdp	0	3	36
Focused_BH_original	fdp	0	3	36
Focused_BH_permutation	fdp	0	3	36
Structured_Holm	fdp	0	3	36
BH	power	1	3	146
Focused_BH_original	power	1	3	146
Focused_BH_permutation	power	1	3	146
Structured_Holm	power	2	3	146
BH	fdp	0	3	146
Focused_BH_original	fdp	0	3	146
Focused_BH_permutation	fdp	0	3	146
Structured_Holm	fdp	0	3	146
BH	power	0	3.5	6
Focused_BH_original	power	0	3.5	6
Focused_BH_permutation	power	0	3.5	6
Structured_Holm	power	0	3.5	6
BH	fdp	0	3.5	6
Focused_BH_original	fdp	0	3.5	6
Focused_BH_permutation	fdp	0	3.5	6
Structured_Holm	fdp	0	3.5	6
BH	power	18	3.5	116
Focused_BH_original	power	12	3.5	116
Focused_BH_permutation	power	14	3.5	116
Structured_Holm	power	1	3.5	116
BH	fdp	0.41935483870967744	3.5	116
Focused_BH_original	fdp	0.07692307692307693	3.5	116
Focused_BH_permutation	fdp	0.391304347826087	3.5	116
Structured_Holm	fdp	0	3.5	116
BH	power	15	3.5	226
Focused_BH_original	power	14	3.5	226
Focused_BH_permutation	power	15	3.5	226
Structured_Holm	power	7	3.5	226
BH	fdp	0	3.5	226
Focused_BH_original	fdp	0	3.5	226
Focused_BH_permutation	fdp	0	3.5	226
Structured_Holm	fdp	0	3.5	226
BH	power	20	4	86
Focused_BH_original	power	15	4	86
Focused_BH_permutation	power	18	4	86
Structured_Holm	power	9	4	86
BH	fdp	0.13043478260869565	4	86
Focused_BH_original	fdp	0.16666666666666666	4	86
Focused_BH_permutation	fdp	0.14285714285714285	4	86
Structured_Holm	fdp	0	4	86
BH	power	18	4	196
Focused_BH_original	power	17	4	196
Focused_BH_permutation	power	17	4	196
