method	metric	value	signal_strength	rep
BH	power	0	1	12
Focused_BH_original	power	0	1	12
Focused_BH_permutation	power	0	1	12
Structured_Holm	power	0	1	12
BH	fdp	0	1	12
Focused_BH_original	fdp	0	1	12
Focused_BH_permutation	fdp	0	1	12
Structured_Holm	fdp	0	1	12
BH	power	0	1	122
Focused_BH_original	power	0	1	122
Focused_BH_permutation	power	0	1	122
Structured_Holm	power	0	1	122
BH	fdp	0	1	122
Focused_BH_original	fdp	0	1	122
Focused_BH_permutation	fdp	0	1	122
Structured_Holm	fdp	0	1	122
BH	power	0	1	232
Focused_BH_original	power	0	1	232
Focused_BH_permutation	power	0	1	232
Structured_Holm	power	0	1	232
BH	fdp	0	1	232
Focused_BH_original	fdp	0	1	232
Focused_BH_permutation	fdp	0	1	232
Structured_Holm	fdp	0	1	232
BH	power	0	1.5	92
Focused_BH_original	power	0	1.5	92
Focused_BH_permutation	power	0	1.5	92
Structured_Holm	power	0	1.5	92
BH	fdp	0	1.5	92
Focused_BH_original	fdp	0	1.5	92
Focused_BH_permutation	fdp	0	1.5	92
Structured_Holm	fdp	0	1.5	92
BH	power	0	1.5	202
Focused_BH_original	power	0	1.5	202
Focused_BH_permutation	power	0	1.5	202
Structured_Holm	power	0	1.5	202
BH	fdp	0	1.5	202
Focused_BH_original	fdp	0	1.5	202
Focused_BH_permutation	fdp	0	1.5	202
Structured_Holm	fdp	0	1.5	202
BH	power	1	2	62
Focused_BH_original	power	0	2	62
Focused_BH_permutation	power	0	2	62
Structured_Holm	power	0	2	62
BH	fdp	0.9818181818181818	2	62
Focused_BH_original	fdp	1	2	62
Focused_BH_permutation	fdp	1	2	62
Structured_Holm	fdp	1	2	62
BH	power	0	2	172
Focused_BH_original	power	0	2	172
Focused_BH_permutation	power	0	2	172
Structured_Holm	power	0	2	172
BH	fdp	0	2	172
Focused_BH_original	fdp	0	2	172
Focused_BH_permutation	fdp	0	2	172
Structured_Holm	fdp	0	2	172
BH	power	0	2.5	32
Focused_BH_original	power	0	2.5	32
Focused_BH_permutation	power	0	2.5	32
Structured_Holm	power	0	2.5	32
BH	fdp	0	2.5	32
Focused_BH_original	fdp	0	2.5	32
Focused_BH_permutation	fdp	0	2.5	32
Structured_Holm	fdp	0	2.5	32
BH	power	7	2.5	142
Focused_BH_original	power	7	2.5	142
Focused_BH_permutation	power	7	2.5	142
Structured_Holm	power	7	2.5	142
BH	fdp	0.125	2.5	142
Focused_BH_original	fdp	0	2.5	142
Focused_BH_permutation	fdp	0.125	2.5	142
Structured_Holm	fdp	0	2.5	142
BH	power	0	3	2
Focused_BH_original	power	0	3	2
Focused_BH_permutation	power	0	3	2
Structured_Holm	power	0	3	2
BH	fdp	0	3	2
Focused_BH_original	fdp	0	3	2
Focused_BH_permutation	fdp	0	3	2
Structured_Holm	fdp	0	3	2
BH	power	0	3	112
Focused_BH_original	power	0	3	112
Focused_BH_permutation	power	0	3	112
Structured_Holm	power	0	3	112
BH	fdp	0	3	112
Focused_BH_original	fdp	0	3	112
Focused_BH_permutation	fdp	0	3	112
Structured_Holm	fdp	0	3	112
BH	power	0	3	222
Focused_BH_original	power	0	3	222
Focused_BH_permutation	power	0	3	222
Structured_Holm	power	0	3	222
BH	fdp	0	3	222
Focused_BH_original	fdp	0	3	222
Focused_BH_permutation	fdp	0	3	222
Structured_Holm	fdp	0	3	222
BH	power	8	3.5	82
Focused_BH_original	power	8	3.5	82
Focused_BH_permutation	power	9	3.5	82
Structured_Holm	power	6	3.5	82
BH	fdp	0.38461538461538464	3.5	82
Focused_BH_original	fdp	0	3.5	82
Focused_BH_permutation	fdp	0.1	3.5	82
Structured_Holm	fdp	0	3.5	82
BH	power	0	3.5	192
Focused_BH_original	power	0	3.5	192
