method	metric	value	signal_strength	rep
BH	power	0	1	80
Focused_BH_original	power	0	1	80
Focused_BH_permutation	power	0	1	80
Structured_Holm	power	0	1	80
BH	fdp	0	1	80
Focused_BH_original	fdp	0	1	80
Focused_BH_permutation	fdp	0	1	80
Structured_Holm	fdp	0	1	80
BH	power	0	1	190
Focused_BH_original	power	0	1	190
Focused_BH_permutation	power	0	1	190
Structured_Holm	power	0	1	190
BH	fdp	0	1	190
Focused_BH_original	fdp	0	1	190
Focused_BH_permutation	fdp	0	1	190
Structured_Holm	fdp	0	1	190
BH	power	0	1.5	50
Focused_BH_original	power	0	1.5	50
Focused_BH_permutation	power	0	1.5	50
Structured_Holm	power	0	1.5	50
BH	fdp	1	1.5	50
Focused_BH_original	fdp	0	1.5	50
Focused_BH_permutation	fdp	1	1.5	50
Structured_Holm	fdp	0	1.5	50
BH	power	0	1.5	160
Focused_BH_original	power	0	1.5	160
Focused_BH_permutation	power	0	1.5	160
Structured_Holm	power	0	1.5	160
BH	fdp	0	1.5	160
Focused_BH_original	fdp	0	1.5	160
Focused_BH_permutation	fdp	0	1.5	160
Structured_Holm	fdp	0	1.5	160
BH	power	0	2	20
Focused_BH_original	power	0	2	20
Focused_BH_permutation	power	0	2	20
Structured_Holm	power	0	2	20
BH	fdp	0	2	20
Focused_BH_original	fdp	0	2	20
Focused_BH_permutation	fdp	0	2	20
Structured_Holm	fdp	0	2	20
BH	power	0	2	130
Focused_BH_original	power	0	2	130
Focused_BH_permutation	power	0	2	130
Structured_Holm	power	0	2	130
BH	fdp	0	2	130
Focused_BH_original	fdp	0	2	130
Focused_BH_permutation	fdp	0	2	130
Structured_Holm	fdp	0	2	130
BH	power	0	2	240
Focused_BH_original	power	0	2	240
Focused_BH_permutation	power	0	2	240
Structured_Holm	power	0	2	240
BH	fdp	0	2	240
Focused_BH_original	fdp	0	2	240
Focused_BH_permutation	fdp	0	2	240
Structured_Holm	fdp	0	2	240
BH	power	7	2.5	100
Focused_BH_original	power	7	2.5	100
Focused_BH_permutation	power	7	2.5	100
Structured_Holm	power	4	2.5	100
BH	fdp	0	2.5	100
Focused_BH_original	fdp	0	2.5	100
Focused_BH_permutation	fdp	0	2.5	100
Structured_Holm	fdp	0	2.5	100
BH	power	0	2.5	210
