method	metric	value	signal_strength	rep
BH	power	0	1	31
Focused_BH_original	power	0	1	31
Focused_BH_permutation	power	0	1	31
Structured_Holm	power	0	1	31
BH	fdp	0	1	31
Focused_BH_original	fdp	0	1	31
Focused_BH_permutation	fdp	0	1	31
Structured_Holm	fdp	0	1	31
BH	power	0	1	141
Focused_BH_original	power	0	1	141
Focused_BH_permutation	power	0	1	141
Structured_Holm	power	0	1	141
BH	fdp	0	1	141
Focused_BH_original	fdp	0	1	141
Focused_BH_permutation	fdp	0	1	141
Structured_Holm	fdp	0	1	141
BH	power	0	1.5	1
Focused_BH_original	power	0	1.5	1
Focused_BH_permutation	power	0	1.5	1
Structured_Holm	power	0	1.5	1
BH	fdp	0	1.5	1
Focused_BH_original	fdp	0	1.5	1
Focused_BH_permutation	fdp	0	1.5	1
Structured_Holm	fdp	0	1.5	1
BH	power	0	1.5	111
Focused_BH_original	power	0	1.5	111
Focused_BH_permutation	power	0	1.5	111
Structured_Holm	power	0	1.5	111
BH	fdp	0	1.5	111
Focused_BH_original	fdp	0	1.5	111
Focused_BH_permutation	fdp	0	1.5	111
Structured_Holm	fdp	0	1.5	111
BH	power	0	1.5	221
Focused_BH_original	power	0	1.5	221
Focused_BH_permutation	power	0	1.5	221
Structured_Holm	power	0	1.5	221
BH	fdp	1	1.5	221
Focused_BH_original	fdp	1	1.5	221
Focused_BH_permutation	fdp	1	1.5	221
Structured_Holm	fdp	1	1.5	221
BH	power	0	2	81
Focused_BH_original	power	0	2	81
Focused_BH_permutation	power	0	2	81
Structured_Holm	power	0	2	81
BH	fdp	0	2	81
Focused_BH_original	fdp	0	2	81
Focused_BH_permutation	fdp	0	2	81
Structured_Holm	fdp	0	2	81
BH	power	0	2	191
Focused_BH_original	power	0	2	191
Focused_BH_permutation	power	0	2	191
Structured_Holm	power	0	2	191
BH	fdp	0	2	191
Focused_BH_original	fdp	0	2	191
Focused_BH_permutation	fdp	0	2	191
Structured_Holm	fdp	0	2	191
BH	power	0	2.5	51
Focused_BH_original	power	0	2.5	51
Focused_BH_permutation	power	0	2.5	51
Structured_Holm	power	0	2.5	51
BH	fdp	0	2.5	51
Focused_BH_original	fdp	0	2.5	51
Focused_BH_permutation	fdp	0	2.5	51
Structured_Holm	fdp	0	2.5	51
BH	power	0	2.5	161
Focused_BH_original	power	0	2.5	161
Focused_BH_permutation	power	0	2.5	161
Structured_Holm	power	0	2.5	161
BH	fdp	0	2.5	161
Focused_BH_original	fdp	0	2.5	161
Focused_BH_permutation	fdp	0	2.5	161
Structured_Holm	fdp	0	2.5	161
BH	power	0	3	21
Focused_BH_original	power	0	3	21
Focused_BH_permutation	power	0	3	21
Structured_Holm	power	0	3	21
BH	fdp	0	3	21
Focused_BH_original	fdp	0	3	21
Focused_BH_permutation	fdp	0	3	21
Structured_Holm	fdp	0	3	21
BH	power	1	3	131
Focused_BH_original	power	1	3	131
Focused_BH_permutation	power	1	3	131
Structured_Holm	power	1	3	131
BH	fdp	0	3	131
Focused_BH_original	fdp	0	3	131
Focused_BH_permutation	fdp	0	3	131
Structured_Holm	fdp	0	3	131
BH	power	0	3	241
Focused_BH_original	power	0	3	241
Focused_BH_permutation	power	0	3	241
Structured_Holm	power	0	3	241
BH	fdp	0	3	241
Focused_BH_original	fdp	0	3	241
Focused_BH_permutation	fdp	0	3	241
Structured_Holm	fdp	0	3	241
BH	power	12	3.5	101
Focused_BH_original	power	11	3.5	101
Focused_BH_permutation	power	12	3.5	101
Structured_Holm	power	7	3.5	101
BH	fdp	0	3.5	101
Focused_BH_original	fdp	0	3.5	101
Focused_BH_permutation	fdp	0	3.5	101
Structured_Holm	fdp	0	3.5	101
BH	power	23	3.5	211
Focused_BH_original	power	19	3.5	211
Focused_BH_permutation	power	23	3.5	211
Structured_Holm	power	6	3.5	211
BH	fdp	0.11538461538461539	3.5	211
Focused_BH_original	fdp	0	3.5	211
Focused_BH_permutation	fdp	0.08	3.5	211
Structured_Holm	fdp	0	3.5	211
BH	power	19	4	71
Focused_BH_original	power	10	4	71
Focused_BH_permutation	power	12	4	71
Structured_Holm	power	8	4	71
BH	fdp	0.05	4	71
Focused_BH_original	fdp	0.09090909090909091	4	71
Focused_BH_permutation	fdp	0.07692307692307693	4	71
Structured_Holm	fdp	0	4	71
BH	power	27	4	181
Focused_BH_original	power	27	4	181
Focused_BH_permutation	power	27	4	181
Structured_Holm	power	15	4	181
BH	fdp	0.06896551724137931	4	181
Focused_BH_original	fdp	0	4	181
Focused_BH_permutation	fdp	0	4	181
Structured_Holm	fdp	0	4	181
BH	power	22	4.5	41
Focused_BH_original	power	17	4.5	41
Focused_BH_permutation	power	20	4.5	41
Structured_Holm	power	12	4.5	41
BH	fdp	0.12	4.5	41
Focused_BH_original	fdp	0	4.5	41
Focused_BH_permutation	fdp	0.09090909090909091	4.5	41
Structured_Holm	fdp	0	4.5	41
BH	power	28	4.5	151
Focused_BH_original	power	26	4.5	151
Focused_BH_permutation	power	27	4.5	151
Structured_Holm	power	20	4.5	151
BH	fdp	0.15151515151515152	4.5	151
Focused_BH_original	fdp	0	4.5	151
Focused_BH_permutation	fdp	0	4.5	151
Structured_Holm	fdp	0	4.5	151
BH	power	26	5	11
Focused_BH_original	power	26	5	11
Focused_BH_permutation	power	26	5	11
Structured_Holm	power	26	5	11
BH	fdp	0.13333333333333333	5	11
Focused_BH_original	fdp	0	5	11
Focused_BH_permutation	fdp	0.07142857142857142	5	11
Structured_Holm	fdp	0	5	11
BH	power	25	5	121
Focused_BH_original	power	25	5	121
Focused_BH_permutation	power	25	5	121
Structured_Holm	power	24	5	121
BH	fdp	0.13793103448275862	5	121
Focused_BH_original	fdp	0	5	121
Focused_BH_permutation	fdp	0	5	121
Structured_Holm	fdp	0	5	121
BH	power	29	5	231
Focused_BH_original	power	22	5	231
Focused_BH_permutation	power	24	5	231
Structured_Holm	power	8	5	231
BH	fdp	0.21621621621621623	5	231
Focused_BH_original	fdp	0	5	231
Focused_BH_permutation	fdp	0.14285714285714285	5	231
Structured_Holm	fdp	0	5	231
BH	power	30	5.5	91
Focused_BH_original	power	29	5.5	91
Focused_BH_permutation	power	30	5.5	91
Structured_Holm	power	27	5.5	91
BH	fdp	0.2682926829268293	5.5	91
Focused_BH_original	fdp	0	5.5	91
Focused_BH_permutation	fdp	0.11764705882352941	5.5	91
Structured_Holm	fdp	0	5.5	91
BH	power	27	5.5	201
Focused_BH_original	power	27	5.5	201
Focused_BH_permutation	power	27	5.5	201
Structured_Holm	power	26	5.5	201
BH	fdp	0.18181818181818182	5.5	201
Focused_BH_original	fdp	0	5.5	201
Focused_BH_permutation	fdp	0.03571428571428571	5.5	201
Structured_Holm	fdp	0	5.5	201
BH	power	29	6	61
Focused_BH_original	power	29	6	61
Focused_BH_permutation	power	29	6	61
Structured_Holm	power	27	6	61
BH	fdp	0.09375	6	61
Focused_BH_original	fdp	0	6	61
Focused_BH_permutation	fdp	0	6	61
Structured_Holm	fdp	0	6	61
BH	power	31	6	171
Focused_BH_original	power	29	6	171
Focused_BH_permutation	power	31	6	171
Structured_Holm	power	27	6	171
BH	fdp	0.32608695652173914	6	171
Focused_BH_original	fdp	0.09375	6	171
Focused_BH_permutation	fdp	0.11428571428571428	6	171
Structured_Holm	fdp	0	6	171
#
#
### FUNCTION CALL: ###
# run_one_experiment(experiment_name = "GO_Simes", experiment_index = 31, base_dir = "/pylon5/ms5piap/ekatsevi/focused-bh")
#
#
### VERSION CONTROL INFORMATION ###
# | Author: ekatsevi <katsevich.gene@gmail.com>
# | Date:   Mon Dec 30 12:00:49 2019 -0500
# In Git repository Focused-BH-private, on branch master,
# * commit 11c7ac8032c9367e5e9b41ad9afd218dd410377d (HEAD, origin/master, origin/HEAD, master)
#
#
### R SESSION INFORMATION: ###
# R version 3.6.0 (2019-04-26)
# Platform: x86_64-pc-linux-gnu (64-bit)
# Running under: CentOS Linux 7 (Core)
# 
# Matrix products: default
# BLAS/LAPACK: /opt/intel/compilers_and_libraries_2019.3.199/linux/mkl/lib/intel64_lin/libmkl_intel_lp64.so
# 
# locale:
#  [1] LC_CTYPE=en_US.UTF-8       LC_NUMERIC=C              
#  [3] LC_TIME=en_US.UTF-8        LC_COLLATE=en_US.UTF-8    
#  [5] LC_MONETARY=en_US.UTF-8    LC_MESSAGES=en_US.UTF-8   
#  [7] LC_PAPER=en_US.UTF-8       LC_NAME=C                 
#  [9] LC_ADDRESS=C               LC_TELEPHONE=C            
# [11] LC_MEASUREMENT=en_US.UTF-8 LC_IDENTIFICATION=C       
# 
# attached base packages:
# [1] parallel  stats     graphics  grDevices utils     datasets  methods  
# [8] base     
# 
# other attached packages:
#  [1] multtest_2.42.0     Biobase_2.46.0      BiocGenerics_0.32.0
#  [4] Matrix_1.2-17       forcats_0.4.0       stringr_1.4.0      
#  [7] dplyr_0.8.3         purrr_0.3.3         readr_1.3.1        
