method	metric	value	signal_strength	rep
BH	power	0	1	90
Focused_BH_original	power	0	1	90
Focused_BH_permutation	power	0	1	90
Structured_Holm	power	0	1	90
BH	fdp	1	1	90
Focused_BH_original	fdp	1	1	90
Focused_BH_permutation	fdp	1	1	90
Structured_Holm	fdp	1	1	90
BH	power	0	1	200
Focused_BH_original	power	0	1	200
Focused_BH_permutation	power	0	1	200
Structured_Holm	power	0	1	200
BH	fdp	1	1	200
Focused_BH_original	fdp	1	1	200
Focused_BH_permutation	fdp	1	1	200
Structured_Holm	fdp	1	1	200
BH	power	0	1.5	60
Focused_BH_original	power	0	1.5	60
Focused_BH_permutation	power	0	1.5	60
Structured_Holm	power	0	1.5	60
BH	fdp	0	1.5	60
Focused_BH_original	fdp	0	1.5	60
Focused_BH_permutation	fdp	0	1.5	60
Structured_Holm	fdp	0	1.5	60
BH	power	0	1.5	170
Focused_BH_original	power	0	1.5	170
Focused_BH_permutation	power	0	1.5	170
Structured_Holm	power	0	1.5	170
BH	fdp	0	1.5	170
Focused_BH_original	fdp	0	1.5	170
Focused_BH_permutation	fdp	0	1.5	170
Structured_Holm	fdp	0	1.5	170
BH	power	0	2	30
Focused_BH_original	power	0	2	30
Focused_BH_permutation	power	0	2	30
Structured_Holm	power	0	2	30
BH	fdp	0	2	30
Focused_BH_original	fdp	0	2	30
Focused_BH_permutation	fdp	0	2	30
Structured_Holm	fdp	0	2	30
BH	power	17	2	140
Focused_BH_original	power	12	2	140
Focused_BH_permutation	power	13	2	140
Structured_Holm	power	5	2	140
BH	fdp	0	2	140
Focused_BH_original	fdp	0	2	140
Focused_BH_permutation	fdp	0	2	140
Structured_Holm	fdp	0	2	140
BH	power	0	2	250
Focused_BH_original	power	0	2	250
Focused_BH_permutation	power	0	2	250
Structured_Holm	power	0	2	250
BH	fdp	0	2	250
Focused_BH_original	fdp	0	2	250
Focused_BH_permutation	fdp	0	2	250
Structured_Holm	fdp	0	2	250
BH	power	0	2.5	110
Focused_BH_original	power	0	2.5	110
Focused_BH_permutation	power	0	2.5	110
Structured_Holm	power	0	2.5	110
BH	fdp	0	2.5	110
Focused_BH_original	fdp	0	2.5	110
Focused_BH_permutation	fdp	0	2.5	110
Structured_Holm	fdp	0	2.5	110
BH	power	2	2.5	220
Focused_BH_original	power	0	2.5	220
Focused_BH_permutation	power	2	2.5	220
Structured_Holm	power	0	2.5	220
BH	fdp	0.3333333333333333	2.5	220
Focused_BH_original	fdp	0	2.5	220
Focused_BH_permutation	fdp	0.3333333333333333	2.5	220
Structured_Holm	fdp	0	2.5	220
BH	power	17	3	80
Focused_BH_original	power	16	3	80
Focused_BH_permutation	power	17	3	80
Structured_Holm	power	15	3	80
BH	fdp	0.34615384615384615	3	80
Focused_BH_original	fdp	0.3333333333333333	3	80
Focused_BH_permutation	fdp	0.32	3	80
Structured_Holm	fdp	0.16666666666666666	3	80
BH	power	6	3	190
Focused_BH_original	power	3	3	190
Focused_BH_permutation	power	6	3	190
Structured_Holm	power	3	3	190
BH	fdp	0	3	190
Focused_BH_original	fdp	0	3	190
Focused_BH_permutation	fdp	0	3	190
Structured_Holm	fdp	0	3	190
BH	power	4	3.5	50
Focused_BH_original	power	2	3.5	50
Focused_BH_permutation	power	4	3.5	50
Structured_Holm	power	2	3.5	50
BH	fdp	0	3.5	50
Focused_BH_original	fdp	0	3.5	50
Focused_BH_permutation	fdp	0	3.5	50
Structured_Holm	fdp	0	3.5	50
BH	power	17	3.5	160
Focused_BH_original	power	9	3.5	160
Focused_BH_permutation	power	14	3.5	160
