method	metric	value	signal_strength	rep
BH	power	0	1	10
Focused_BH_original	power	0	1	10
Focused_BH_permutation	power	0	1	10
Structured_Holm	power	0	1	10
BH	fdp	0	1	10
Focused_BH_original	fdp	0	1	10
Focused_BH_permutation	fdp	0	1	10
Structured_Holm	fdp	0	1	10
BH	power	0	1	120
Focused_BH_original	power	0	1	120
Focused_BH_permutation	power	0	1	120
Structured_Holm	power	0	1	120
BH	fdp	0	1	120
Focused_BH_original	fdp	0	1	120
Focused_BH_permutation	fdp	0	1	120
Structured_Holm	fdp	0	1	120
BH	power	0	1	230
Focused_BH_original	power	0	1	230
Focused_BH_permutation	power	0	1	230
Structured_Holm	power	0	1	230
BH	fdp	0	1	230
Focused_BH_original	fdp	0	1	230
Focused_BH_permutation	fdp	0	1	230
Structured_Holm	fdp	0	1	230
BH	power	0	1.5	90
Focused_BH_original	power	0	1.5	90
Focused_BH_permutation	power	0	1.5	90
Structured_Holm	power	0	1.5	90
BH	fdp	0	1.5	90
Focused_BH_original	fdp	0	1.5	90
Focused_BH_permutation	fdp	0	1.5	90
Structured_Holm	fdp	0	1.5	90
BH	power	6	1.5	200
Focused_BH_original	power	6	1.5	200
Focused_BH_permutation	power	6	1.5	200
Structured_Holm	power	6	1.5	200
BH	fdp	0.25	1.5	200
Focused_BH_original	fdp	0.25	1.5	200
Focused_BH_permutation	fdp	0.25	1.5	200
Structured_Holm	fdp	0	1.5	200
BH	power	0	2	60
Focused_BH_original	power	0	2	60
Focused_BH_permutation	power	0	2	60
Structured_Holm	power	0	2	60
BH	fdp	0	2	60
Focused_BH_original	fdp	0	2	60
Focused_BH_permutation	fdp	0	2	60
Structured_Holm	fdp	0	2	60
BH	power	0	2	170
Focused_BH_original	power	0	2	170
Focused_BH_permutation	power	0	2	170
Structured_Holm	power	0	2	170
BH	fdp	0	2	170
Focused_BH_original	fdp	0	2	170
Focused_BH_permutation	fdp	0	2	170
Structured_Holm	fdp	0	2	170
BH	power	0	2.5	30
Focused_BH_original	power	0	2.5	30
Focused_BH_permutation	power	0	2.5	30
Structured_Holm	power	0	2.5	30
BH	fdp	0	2.5	30
Focused_BH_original	fdp	0	2.5	30
Focused_BH_permutation	fdp	0	2.5	30
Structured_Holm	fdp	0	2.5	30
BH	power	0	2.5	140
Focused_BH_original	power	0	2.5	140
Focused_BH_permutation	power	0	2.5	140
Structured_Holm	power	0	2.5	140
BH	fdp	0	2.5	140
Focused_BH_original	fdp	0	2.5	140
Focused_BH_permutation	fdp	0	2.5	140
Structured_Holm	fdp	0	2.5	140
BH	power	0	2.5	250
Focused_BH_original	power	0	2.5	250
Focused_BH_permutation	power	0	2.5	250
Structured_Holm	power	0	2.5	250
BH	fdp	0	2.5	250
Focused_BH_original	fdp	0	2.5	250
Focused_BH_permutation	fdp	0	2.5	250
Structured_Holm	fdp	0	2.5	250
BH	power	3	3	110
Focused_BH_original	power	1	3	110
Focused_BH_permutation	power	3	3	110
Structured_Holm	power	1	3	110
BH	fdp	0.5	3	110
Focused_BH_original	fdp	0	3	110
Focused_BH_permutation	fdp	0.5	3	110
Structured_Holm	fdp	0	3	110
BH	power	6	3	220
Focused_BH_original	power	6	3	220
Focused_BH_permutation	power	6	3	220
Structured_Holm	power	6	3	220
BH	fdp	0	3	220
Focused_BH_original	fdp	0	3	220
Focused_BH_permutation	fdp	0	3	220
Structured_Holm	fdp	0	3	220
BH	power	6	3.5	80
Focused_BH_original	power	5	3.5	80
Focused_BH_permutation	power	6	3.5	80
Structured_Holm	power	5	3.5	80
BH	fdp	0.14285714285714285	3.5	80
Focused_BH_original	fdp	0	3.5	80
Focused_BH_permutation	fdp	0	3.5	80
Structured_Holm	fdp	0	3.5	80
BH	power	18	3.5	190
Focused_BH_original	power	13	3.5	190
Focused_BH_permutation	power	17	3.5	190
Structured_Holm	power	9	3.5	190
BH	fdp	0.14285714285714285	3.5	190
Focused_BH_original	fdp	0	3.5	190
Focused_BH_permutation	fdp	0.10526315789473684	3.5	190
Structured_Holm	fdp	0	3.5	190
BH	power	11	4	50
Focused_BH_original	power	6	4	50
Focused_BH_permutation	power	11	4	50
