method	metric	value	signal_strength	rep
BH	power	0	1	5
Focused_BH_original	power	0	1	5
Focused_BH_permutation	power	0	1	5
Structured_Holm	power	0	1	5
BH	fdp	0	1	5
Focused_BH_original	fdp	0	1	5
Focused_BH_permutation	fdp	0	1	5
Structured_Holm	fdp	0	1	5
BH	power	0	1	115
Focused_BH_original	power	0	1	115
Focused_BH_permutation	power	0	1	115
Structured_Holm	power	0	1	115
BH	fdp	0	1	115
Focused_BH_original	fdp	0	1	115
Focused_BH_permutation	fdp	0	1	115
Structured_Holm	fdp	0	1	115
BH	power	0	1	225
Focused_BH_original	power	0	1	225
Focused_BH_permutation	power	0	1	225
Structured_Holm	power	0	1	225
BH	fdp	0	1	225
Focused_BH_original	fdp	0	1	225
Focused_BH_permutation	fdp	0	1	225
Structured_Holm	fdp	0	1	225
BH	power	0	1.5	85
Focused_BH_original	power	0	1.5	85
Focused_BH_permutation	power	0	1.5	85
Structured_Holm	power	0	1.5	85
BH	fdp	0	1.5	85
Focused_BH_original	fdp	0	1.5	85
Focused_BH_permutation	fdp	0	1.5	85
Structured_Holm	fdp	0	1.5	85
BH	power	0	1.5	195
Focused_BH_original	power	0	1.5	195
Focused_BH_permutation	power	0	1.5	195
Structured_Holm	power	0	1.5	195
BH	fdp	0	1.5	195
Focused_BH_original	fdp	0	1.5	195
Focused_BH_permutation	fdp	0	1.5	195
Structured_Holm	fdp	0	1.5	195
BH	power	0	2	55
Focused_BH_original	power	0	2	55
Focused_BH_permutation	power	0	2	55
Structured_Holm	power	0	2	55
BH	fdp	0	2	55
Focused_BH_original	fdp	0	2	55
Focused_BH_permutation	fdp	0	2	55
Structured_Holm	fdp	0	2	55
BH	power	0	2	165
Focused_BH_original	power	0	2	165
Focused_BH_permutation	power	0	2	165
Structured_Holm	power	0	2	165
BH	fdp	1	2	165
Focused_BH_original	fdp	0	2	165
Focused_BH_permutation	fdp	1	2	165
Structured_Holm	fdp	0	2	165
BH	power	0	2.5	25
Focused_BH_original	power	0	2.5	25
Focused_BH_permutation	power	0	2.5	25
Structured_Holm	power	0	2.5	25
BH	fdp	0	2.5	25
Focused_BH_original	fdp	0	2.5	25
Focused_BH_permutation	fdp	0	2.5	25
Structured_Holm	fdp	0	2.5	25
BH	power	0	2.5	135
Focused_BH_original	power	0	2.5	135
Focused_BH_permutation	power	0	2.5	135
Structured_Holm	power	0	2.5	135
BH	fdp	0	2.5	135
Focused_BH_original	fdp	0	2.5	135
Focused_BH_permutation	fdp	0	2.5	135
Structured_Holm	fdp	0	2.5	135
BH	power	2	2.5	245
Focused_BH_original	power	2	2.5	245
Focused_BH_permutation	power	2	2.5	245
Structured_Holm	power	0	2.5	245
BH	fdp	0	2.5	245
Focused_BH_original	fdp	0	2.5	245
Focused_BH_permutation	fdp	0	2.5	245
Structured_Holm	fdp	0	2.5	245
BH	power	7	3	105
Focused_BH_original	power	6	3	105
Focused_BH_permutation	power	7	3	105
Structured_Holm	power	5	3	105
BH	fdp	0	3	105
Focused_BH_original	fdp	0	3	105
Focused_BH_permutation	fdp	0	3	105
Structured_Holm	fdp	0	3	105
BH	power	7	3	215
Focused_BH_original	power	6	3	215
Focused_BH_permutation	power	6	3	215
Structured_Holm	power	6	3	215
BH	fdp	0.3	3	215
Focused_BH_original	fdp	0	3	215
Focused_BH_permutation	fdp	0.14285714285714285	3	215
Structured_Holm	fdp	0	3	215
BH	power	14	3.5	75
Focused_BH_original	power	12	3.5	75
Focused_BH_permutation	power	13	3.5	75
Structured_Holm	power	9	3.5	75
BH	fdp	0	3.5	75
Focused_BH_original	fdp	0	3.5	75
Focused_BH_permutation	fdp	0	3.5	75
Structured_Holm	fdp	0	3.5	75
BH	power	25	3.5	185
Focused_BH_original	power	18	3.5	185
Focused_BH_permutation	power	23	3.5	185
Structured_Holm	power	4	3.5	185
BH	fdp	0.10714285714285714	3.5	185
Focused_BH_original	fdp	0	3.5	185
Focused_BH_permutation	fdp	0.041666666666666664	3.5	185
Structured_Holm	fdp	0	3.5	185
BH	power	20	4	45
Focused_BH_original	power	18	4	45
Focused_BH_permutation	power	19	4	45
Structured_Holm	power	16	4	45
BH	fdp	0.047619047619047616	4	45
Focused_BH_original	fdp	0	4	45
Focused_BH_permutation	fdp	0	4	45
Structured_Holm	fdp	0	4	45
BH	power	14	4	155
Focused_BH_original	power	9	4	155
Focused_BH_permutation	power	10	4	155
Structured_Holm	power	7	4	155
BH	fdp	0	4	155
Focused_BH_original	fdp	0	4	155
Focused_BH_permutation	fdp	0	4	155
Structured_Holm	fdp	0	4	155
BH	power	24	4.5	15
Focused_BH_original	power	23	4.5	15
Focused_BH_permutation	power	23	4.5	15
Structured_Holm	power	12	4.5	15
BH	fdp	0.1724137931034483	4.5	15
Focused_BH_original	fdp	0	4.5	15
Focused_BH_permutation	fdp	0.041666666666666664	4.5	15
Structured_Holm	fdp	0	4.5	15
BH	power	28	4.5	125
Focused_BH_original	power	23	4.5	125
Focused_BH_permutation	power	23	4.5	125
Structured_Holm	power	10	4.5	125
BH	fdp	0.24324324324324326	4.5	125
Focused_BH_original	fdp	0.08	4.5	125
Focused_BH_permutation	fdp	0.17857142857142858	4.5	125
Structured_Holm	fdp	0	4.5	125
BH	power	14	4.5	235
Focused_BH_original	power	13	4.5	235
Focused_BH_permutation	power	13	4.5	235
Structured_Holm	power	9	4.5	235
BH	fdp	0.3	4.5	235
Focused_BH_original	fdp	0.07142857142857142	4.5	235
