method	metric	value	signal_strength	rep
BH	power	0	1	92
Focused_BH_original	power	0	1	92
Focused_BH_permutation	power	0	1	92
Structured_Holm	power	0	1	92
BH	fdp	0	1	92
Focused_BH_original	fdp	0	1	92
Focused_BH_permutation	fdp	0	1	92
Structured_Holm	fdp	0	1	92
BH	power	0	1	202
Focused_BH_original	power	0	1	202
Focused_BH_permutation	power	0	1	202
Structured_Holm	power	0	1	202
BH	fdp	0	1	202
Focused_BH_original	fdp	0	1	202
Focused_BH_permutation	fdp	0	1	202
Structured_Holm	fdp	0	1	202
BH	power	0	1.5	62
Focused_BH_original	power	0	1.5	62
Focused_BH_permutation	power	0	1.5	62
Structured_Holm	power	0	1.5	62
BH	fdp	0	1.5	62
Focused_BH_original	fdp	0	1.5	62
Focused_BH_permutation	fdp	0	1.5	62
Structured_Holm	fdp	0	1.5	62
BH	power	0	1.5	172
Focused_BH_original	power	0	1.5	172
Focused_BH_permutation	power	0	1.5	172
Structured_Holm	power	0	1.5	172
BH	fdp	0	1.5	172
Focused_BH_original	fdp	0	1.5	172
Focused_BH_permutation	fdp	0	1.5	172
Structured_Holm	fdp	0	1.5	172
BH	power	0	2	32
Focused_BH_original	power	0	2	32
Focused_BH_permutation	power	0	2	32
Structured_Holm	power	0	2	32
BH	fdp	0	2	32
Focused_BH_original	fdp	0	2	32
Focused_BH_permutation	fdp	0	2	32
Structured_Holm	fdp	0	2	32
BH	power	0	2	142
Focused_BH_original	power	0	2	142
Focused_BH_permutation	power	0	2	142
Structured_Holm	power	0	2	142
BH	fdp	0	2	142
Focused_BH_original	fdp	0	2	142
Focused_BH_permutation	fdp	0	2	142
Structured_Holm	fdp	0	2	142
BH	power	0	2.5	2
Focused_BH_original	power	0	2.5	2
Focused_BH_permutation	power	0	2.5	2
Structured_Holm	power	0	2.5	2
BH	fdp	0	2.5	2
Focused_BH_original	fdp	0	2.5	2
Focused_BH_permutation	fdp	0	2.5	2
Structured_Holm	fdp	0	2.5	2
BH	power	0	2.5	112
Focused_BH_original	power	0	2.5	112
Focused_BH_permutation	power	0	2.5	112
Structured_Holm	power	0	2.5	112
BH	fdp	0	2.5	112
Focused_BH_original	fdp	0	2.5	112
Focused_BH_permutation	fdp	0	2.5	112
Structured_Holm	fdp	0	2.5	112
BH	power	0	2.5	222
Focused_BH_original	power	0	2.5	222
Focused_BH_permutation	power	0	2.5	222
Structured_Holm	power	0	2.5	222
BH	fdp	0	2.5	222
Focused_BH_original	fdp	0	2.5	222
Focused_BH_permutation	fdp	0	2.5	222
Structured_Holm	fdp	0	2.5	222
BH	power	0	3	82
Focused_BH_original	power	0	3	82
Focused_BH_permutation	power	0	3	82
Structured_Holm	power	0	3	82
BH	fdp	0	3	82
Focused_BH_original	fdp	0	3	82
Focused_BH_permutation	fdp	0	3	82
Structured_Holm	fdp	0	3	82
BH	power	0	3	192
Focused_BH_original	power	0	3	192
Focused_BH_permutation	power	0	3	192
Structured_Holm	power	0	3	192
BH	fdp	0	3	192
Focused_BH_original	fdp	0	3	192
Focused_BH_permutation	fdp	0	3	192
Structured_Holm	fdp	0	3	192
BH	power	12	3.5	52
Focused_BH_original	power	6	3.5	52
Focused_BH_permutation	power	9	3.5	52
Structured_Holm	power	4	3.5	52
BH	fdp	0.07692307692307693	3.5	52
Focused_BH_original	fdp	0	3.5	52
Focused_BH_permutation	fdp	0	3.5	52
Structured_Holm	fdp	0	3.5	52
BH	power	1	3.5	162
Focused_BH_original	power	1	3.5	162
Focused_BH_permutation	power	1	3.5	162
Structured_Holm	power	1	3.5	162
BH	fdp	0	3.5	162
Focused_BH_original	fdp	0	3.5	162
Focused_BH_permutation	fdp	0	3.5	162
Structured_Holm	fdp	0	3.5	162
BH	power	25	4	22
Focused_BH_original	power	21	4	22
Focused_BH_permutation	power	25	4	22
Structured_Holm	power	11	4	22
BH	fdp	0.2647058823529412	4	22
Focused_BH_original	fdp	0	4	22
Focused_BH_permutation	fdp	0.13793103448275862	4	22
Structured_Holm	fdp	0	4	22
BH	power	22	4	132
Focused_BH_original	power	21	4	132
Focused_BH_permutation	power	21	4	132
Structured_Holm	power	15	4	132
BH	fdp	0.08333333333333333	4	132
Focused_BH_original	fdp	0	4	132
Focused_BH_permutation	fdp	0	4	132
Structured_Holm	fdp	0	4	132
BH	power	19	4	242
Focused_BH_original	power	16	4	242
Focused_BH_permutation	power	18	4	242
Structured_Holm	power	12	4	242
BH	fdp	0.36666666666666664	4	242
Focused_BH_original	fdp	0.15789473684210525	4	242
Focused_BH_permutation	fdp	0.3793103448275862	4	242
Structured_Holm	fdp	0	4	242
BH	power	19	4.5	102
Focused_BH_original	power	17	4.5	102
Focused_BH_permutation	power	18	4.5	102
Structured_Holm	power	9	4.5	102
BH	fdp	0.09523809523809523	4.5	102
Focused_BH_original	fdp	0.05555555555555555	4.5	102
Focused_BH_permutation	fdp	0.05263157894736842	4.5	102
Structured_Holm	fdp	0	4.5	102
BH	power	17	4.5	212
Focused_BH_original	power	16	4.5	212
Focused_BH_permutation	power	16	4.5	212
Structured_Holm	power	10	4.5	212
BH	fdp	0	4.5	212
Focused_BH_original	fdp	0	4.5	212
Focused_BH_permutation	fdp	0	4.5	212
Structured_Holm	fdp	0	4.5	212
BH	power	27	5	72
Focused_BH_original	power	27	5	72
Focused_BH_permutation	power	27	5	72
Structured_Holm	power	17	5	72
BH	fdp	0.37209302325581395	5	72
Focused_BH_original	fdp	0.18181818181818182	5	72
Focused_BH_permutation	fdp	0.2894736842105263	5	72
Structured_Holm	fdp	0	5	72
BH	power	28	5	182
