method	metric	value	signal_strength	rep
BH	power	0	1	7
Focused_BH_original	power	0	1	7
Focused_BH_permutation	power	0	1	7
Structured_Holm	power	0	1	7
BH	fdp	0	1	7
Focused_BH_original	fdp	0	1	7
Focused_BH_permutation	fdp	0	1	7
Structured_Holm	fdp	0	1	7
BH	power	0	1	117
Focused_BH_original	power	0	1	117
Focused_BH_permutation	power	0	1	117
Structured_Holm	power	0	1	117
BH	fdp	0	1	117
Focused_BH_original	fdp	0	1	117
Focused_BH_permutation	fdp	0	1	117
Structured_Holm	fdp	0	1	117
BH	power	0	1	227
Focused_BH_original	power	0	1	227
Focused_BH_permutation	power	0	1	227
Structured_Holm	power	0	1	227
BH	fdp	0	1	227
Focused_BH_original	fdp	0	1	227
Focused_BH_permutation	fdp	0	1	227
Structured_Holm	fdp	0	1	227
BH	power	0	1.5	87
Focused_BH_original	power	0	1.5	87
Focused_BH_permutation	power	0	1.5	87
Structured_Holm	power	0	1.5	87
BH	fdp	0	1.5	87
Focused_BH_original	fdp	0	1.5	87
Focused_BH_permutation	fdp	0	1.5	87
Structured_Holm	fdp	0	1.5	87
BH	power	0	1.5	197
Focused_BH_original	power	0	1.5	197
Focused_BH_permutation	power	0	1.5	197
Structured_Holm	power	0	1.5	197
BH	fdp	0	1.5	197
Focused_BH_original	fdp	0	1.5	197
Focused_BH_permutation	fdp	0	1.5	197
Structured_Holm	fdp	0	1.5	197
BH	power	0	2	57
Focused_BH_original	power	0	2	57
Focused_BH_permutation	power	0	2	57
Structured_Holm	power	0	2	57
BH	fdp	0	2	57
Focused_BH_original	fdp	0	2	57
Focused_BH_permutation	fdp	0	2	57
Structured_Holm	fdp	0	2	57
BH	power	0	2	167
Focused_BH_original	power	0	2	167
Focused_BH_permutation	power	0	2	167
Structured_Holm	power	0	2	167
BH	fdp	0	2	167
Focused_BH_original	fdp	0	2	167
Focused_BH_permutation	fdp	0	2	167
Structured_Holm	fdp	0	2	167
BH	power	0	2.5	27
Focused_BH_original	power	0	2.5	27
Focused_BH_permutation	power	0	2.5	27
Structured_Holm	power	0	2.5	27
BH	fdp	0	2.5	27
Focused_BH_original	fdp	0	2.5	27
Focused_BH_permutation	fdp	0	2.5	27
Structured_Holm	fdp	0	2.5	27
BH	power	0	2.5	137
Focused_BH_original	power	0	2.5	137
Focused_BH_permutation	power	0	2.5	137
Structured_Holm	power	0	2.5	137
BH	fdp	0	2.5	137
Focused_BH_original	fdp	0	2.5	137
Focused_BH_permutation	fdp	0	2.5	137
Structured_Holm	fdp	0	2.5	137
BH	power	20	2.5	247
Focused_BH_original	power	17	2.5	247
Focused_BH_permutation	power	20	2.5	247
Structured_Holm	power	9	2.5	247
BH	fdp	0.23076923076923078	2.5	247
Focused_BH_original	fdp	0	2.5	247
Focused_BH_permutation	fdp	0.047619047619047616	2.5	247
Structured_Holm	fdp	0	2.5	247
BH	power	5	3	107
Focused_BH_original	power	3	3	107
Focused_BH_permutation	power	5	3	107
Structured_Holm	power	2	3	107
BH	fdp	0	3	107
Focused_BH_original	fdp	0	3	107
Focused_BH_permutation	fdp	0	3	107
Structured_Holm	fdp	0	3	107
BH	power	3	3	217
Focused_BH_original	power	2	3	217
