method	metric	value	signal_strength	rep
BH	power	0	1	13
Focused_BH_original	power	0	1	13
Focused_BH_permutation	power	0	1	13
Structured_Holm	power	0	1	13
BH	fdp	0	1	13
Focused_BH_original	fdp	0	1	13
Focused_BH_permutation	fdp	0	1	13
Structured_Holm	fdp	0	1	13
BH	power	0	1	123
Focused_BH_original	power	0	1	123
Focused_BH_permutation	power	0	1	123
Structured_Holm	power	0	1	123
BH	fdp	0	1	123
Focused_BH_original	fdp	0	1	123
Focused_BH_permutation	fdp	0	1	123
Structured_Holm	fdp	0	1	123
BH	power	0	1	233
Focused_BH_original	power	0	1	233
Focused_BH_permutation	power	0	1	233
Structured_Holm	power	0	1	233
BH	fdp	0	1	233
Focused_BH_original	fdp	0	1	233
Focused_BH_permutation	fdp	0	1	233
Structured_Holm	fdp	0	1	233
BH	power	0	1.5	93
Focused_BH_original	power	0	1.5	93
Focused_BH_permutation	power	0	1.5	93
Structured_Holm	power	0	1.5	93
BH	fdp	0	1.5	93
Focused_BH_original	fdp	0	1.5	93
Focused_BH_permutation	fdp	0	1.5	93
Structured_Holm	fdp	0	1.5	93
BH	power	0	1.5	203
Focused_BH_original	power	0	1.5	203
Focused_BH_permutation	power	0	1.5	203
Structured_Holm	power	0	1.5	203
BH	fdp	0	1.5	203
Focused_BH_original	fdp	0	1.5	203
Focused_BH_permutation	fdp	0	1.5	203
Structured_Holm	fdp	0	1.5	203
BH	power	0	2	63
Focused_BH_original	power	0	2	63
Focused_BH_permutation	power	0	2	63
Structured_Holm	power	0	2	63
BH	fdp	0	2	63
Focused_BH_original	fdp	0	2	63
Focused_BH_permutation	fdp	0	2	63
Structured_Holm	fdp	0	2	63
BH	power	0	2	173
Focused_BH_original	power	0	2	173
Focused_BH_permutation	power	0	2	173
Structured_Holm	power	0	2	173
BH	fdp	0	2	173
Focused_BH_original	fdp	0	2	173
Focused_BH_permutation	fdp	0	2	173
Structured_Holm	fdp	0	2	173
BH	power	8	2.5	33
Focused_BH_original	power	0	2.5	33
Focused_BH_permutation	power	4	2.5	33
Structured_Holm	power	0	2.5	33
BH	fdp	0.7333333333333333	2.5	33
Focused_BH_original	fdp	0	2.5	33
Focused_BH_permutation	fdp	0.7333333333333333	2.5	33
Structured_Holm	fdp	0	2.5	33
BH	power	0	2.5	143
Focused_BH_original	power	0	2.5	143
Focused_BH_permutation	power	0	2.5	143
Structured_Holm	power	0	2.5	143
BH	fdp	0	2.5	143
Focused_BH_original	fdp	0	2.5	143
Focused_BH_permutation	fdp	0	2.5	143
Structured_Holm	fdp	0	2.5	143
BH	power	0	3	3
Focused_BH_original	power	0	3	3
Focused_BH_permutation	power	0	3	3
Structured_Holm	power	0	3	3
BH	fdp	0	3	3
Focused_BH_original	fdp	0	3	3
Focused_BH_permutation	fdp	0	3	3
Structured_Holm	fdp	0	3	3
BH	power	18	3	113
Focused_BH_original	power	10	3	113
Focused_BH_permutation	power	17	3	113
Structured_Holm	power	3	3	113
BH	fdp	0.18181818181818182	3	113
Focused_BH_original	fdp	0	3	113
Focused_BH_permutation	fdp	0.15	3	113
Structured_Holm	fdp	0	3	113
BH	power	2	3	223
Focused_BH_original	power	2	3	223
Focused_BH_permutation	power	2	3	223
Structured_Holm	power	1	3	223
BH	fdp	0	3	223
Focused_BH_original	fdp	0	3	223
Focused_BH_permutation	fdp	0	3	223
Structured_Holm	fdp	0	3	223
BH	power	0	3.5	83
Focused_BH_original	power	0	3.5	83
Focused_BH_permutation	power	0	3.5	83
Structured_Holm	power	0	3.5	83
BH	fdp	0	3.5	83
Focused_BH_original	fdp	0	3.5	83
Focused_BH_permutation	fdp	0	3.5	83
Structured_Holm	fdp	0	3.5	83
BH	power	18	3.5	193
Focused_BH_original	power	17	3.5	193
Focused_BH_permutation	power	18	3.5	193
Structured_Holm	power	16	3.5	193
BH	fdp	0.05263157894736842	3.5	193
Focused_BH_original	fdp	0	3.5	193
Focused_BH_permutation	fdp	0	3.5	193
Structured_Holm	fdp	0	3.5	193
BH	power	0	4	53
Focused_BH_original	power	0	4	53
Focused_BH_permutation	power	0	4	53
Structured_Holm	power	0	4	53
BH	fdp	0	4	53
Focused_BH_original	fdp	0	4	53
Focused_BH_permutation	fdp	0	4	53
Structured_Holm	fdp	0	4	53
